Section,Text,Start_time_section,End_time_section,Section_offset,Start_time_combined,End_time_combined,Start_time_adjusted
1,when,1.24,1.39,55.71,56.95,57.1,0
1,henry,1.39,1.66,55.71,57.1,57.37,0.15
1,left,1.66,2,55.71,57.37,57.71,0.42
1,the,2,2.07,55.71,57.71,57.78,0.76
1,gym,2.07,2.42,55.71,57.78,58.13,0.83
1,on,2.42,2.53,55.71,58.13,58.24,1.18
1,this,2.53,2.74,55.71,58.24,58.45,1.29
1,particular,2.74,3.34,55.71,58.45,59.05,1.5
1,wednesday,3.34,4.04,55.71,59.05,59.75,2.1
1,he,4.41,4.54,55.71,60.12,60.25,3.17
1,stopped,4.54,4.89,55.71,60.25,60.6,3.3
1,to,4.89,4.96,55.71,60.6,60.67,3.65
1,watch,4.96,5.25,55.71,60.67,60.96,3.72
1,a,5.25,5.31,55.71,60.96,61.02,4.01
1,man,5.31,5.73,55.71,61.02,61.44,4.07
1,tear,5.73,6.03,55.71,61.44,61.74,4.49
1,down,6.03,6.33,55.71,61.74,62.04,4.79
1,a,6.33,6.37,55.71,62.04,62.08,5.09
1,circus,6.37,6.83,55.71,62.08,62.54,5.13
1,poster,6.83,7.42,55.71,62.54,63.13,5.59
1,then,8.06,8.46,55.71,63.77,64.17,6.82
1,with,8.46,8.68,55.71,64.17,64.39,7.22
1,three,8.68,8.93,55.71,64.39,64.64,7.44
1,nickels,8.93,9.41,55.71,64.64,65.12,7.69
1,and,9.41,9.64,55.71,65.12,65.35,8.17
1,one,9.64,9.9,55.71,65.35,65.61,8.4
1,dime,9.9,10.16,55.71,65.61,65.87,8.66
1,in,10.16,10.22,55.71,65.87,65.93,8.92
1,his,10.22,10.38,55.71,65.93,66.09,8.98
1,pocket,10.38,10.92,55.71,66.09,66.63,9.14
1,he,11.16,11.32,55.71,66.87,67.03,9.92
1,went,11.32,11.51,55.71,67.03,67.22,10.08
1,to,11.51,11.62,55.71,67.22,67.33,10.27
1,the,11.62,11.71,55.71,67.33,67.42,10.38
1,corner,11.71,12.05,55.71,67.42,67.76,10.47
1,drugstore,12.05,12.62,55.71,67.76,68.33,10.81
1,to,12.62,12.75,55.71,68.33,68.46,11.38
1,buy,12.75,12.93,55.71,68.46,68.64,11.51
1,a,12.93,13.03,55.71,68.64,68.74,11.69
1,chocolate,13.03,13.55,55.71,68.74,69.26,11.79
1,ice,13.58,13.86,55.71,69.29,69.57,12.34
1,cream,13.86,14.1,55.71,69.57,69.81,12.62
1,cone,14.1,14.54,55.71,69.81,70.25,12.86
1,he,15.2,15.37,55.71,70.91,71.08,13.96
1,thought,15.37,15.67,55.71,71.08,71.38,14.13
1,he,15.67,15.79,55.71,71.38,71.5,14.43
1,would,15.79,15.93,55.71,71.5,71.64,14.55
1,eat,15.93,16.13,55.71,71.64,71.84,14.69
1,the,16.13,16.26,55.71,71.84,71.97,14.89
1,ice,16.26,16.54,55.71,71.97,72.25,15.02
1,cream,16.54,16.7,55.71,72.25,72.41,15.3
1,cone,16.7,17.22,55.71,72.41,72.93,15.46
1,get,17.55,17.74,55.71,73.26,73.45,16.31
1,on,17.74,17.87,55.71,73.45,73.58,16.5
1,the,17.87,17.95,55.71,73.58,73.66,16.63
1,bus,17.95,18.44,55.71,73.66,74.15,16.71
1,drop,18.84,19.11,55.71,74.55,74.82,17.6
1,his,19.11,19.31,55.71,74.82,75.02,17.87
1,dime,19.31,19.56,55.71,75.02,75.27,18.07
1,in,19.56,19.66,55.71,75.27,75.37,18.32
1,the,19.66,19.73,55.71,75.37,75.44,18.42
1,slot,19.73,20.28,55.71,75.44,75.99,18.49
1,and,20.57,20.69,55.71,76.28,76.4,19.33
1,ride,20.69,20.88,55.71,76.4,76.59,19.45
1,home,20.88,21.34,55.71,76.59,77.05,19.64
1,that,22.66,23.2,55.71,78.37,78.91,21.42
1,is,23.25,23.48,55.71,78.96,79.19,22.01
1,not,23.48,24.08,55.71,79.19,79.79,22.24
1,what,24.11,24.27,55.71,79.82,79.98,22.87
1,happened,24.27,24.82,55.71,79.98,80.53,23.03
1,he,26.05,26.32,55.71,81.76,82.03,24.81
1,bought,26.32,26.58,55.71,82.03,82.29,25.08
1,the,26.58,26.72,55.71,82.29,82.43,25.34
1,ice,26.72,27.02,55.71,82.43,82.73,25.48
1,cream,27.02,27.21,55.71,82.73,82.92,25.78
1,cone,27.21,27.48,55.71,82.92,83.19,25.97
1,and,27.48,27.61,55.71,83.19,83.32,26.24
1,paid,27.61,27.86,55.71,83.32,83.57,26.37
1,for,27.86,28.09,55.71,83.57,83.8,26.62
1,it,28.09,28.26,55.71,83.8,83.97,26.85
1,with,28.26,28.42,55.71,83.97,84.13,27.02
1,one,28.42,28.61,55.71,84.13,84.32,27.18
1,of,28.61,28.7,55.71,84.32,84.41,27.37
1,his,28.7,28.89,55.71,84.41,84.6,27.46
1,nickels,28.89,29.48,55.71,84.6,85.19,27.65
1,on,30.05,30.25,55.71,85.76,85.96,28.81
1,his,30.25,30.45,55.71,85.96,86.16,29.01
1,way,30.45,30.66,55.71,86.16,86.37,29.21
1,out,30.66,30.82,55.71,86.37,86.53,29.42
1,of,30.82,30.93,55.71,86.53,86.64,29.58
1,the,30.93,31,55.71,86.64,86.71,29.69
1,drugstore,31,31.65,55.71,86.71,87.36,29.76
1,he,31.96,32.14,55.71,87.67,87.85,30.72
1,stopped,32.14,32.84,55.71,87.85,88.55,30.9
1,to,32.84,32.97,55.71,88.55,88.68,31.6
1,look,32.97,33.21,55.71,88.68,88.92,31.73
1,at,33.21,33.3,55.71,88.92,89.01,31.97
1,funny,33.3,33.65,55.71,89.01,89.36,32.06
1,books,33.65,34.17,55.71,89.36,89.88,32.41
1,it,34.78,34.93,55.71,90.49,90.64,33.54
1,was,34.93,35.09,55.71,90.64,90.8,33.69
1,a,35.09,35.14,55.71,90.8,90.85,33.85
1,free,35.14,35.48,55.71,90.85,91.19,33.9
1,look,35.48,35.84,55.71,91.19,91.55,34.24
1,because,36.16,36.44,55.71,91.87,92.15,34.92
1,he,36.44,36.51,55.71,92.15,92.22,35.2
1,had,36.51,36.6,55.71,92.22,92.31,35.27
1,only,36.6,36.85,55.71,92.31,92.56,35.36
1,two,37.13,37.3,55.71,92.84,93.01,35.89
1,nickels,37.3,37.65,55.71,93.01,93.36,36.06
1,left,37.65,38.1,55.71,93.36,93.81,36.41
1,he,39.11,39.28,55.71,94.82,94.99,37.87
1,stood,39.28,39.68,55.71,94.99,95.39,38.04
1,there,39.68,40.06,55.71,95.39,95.77,38.44
1,licking,40.06,40.55,55.71,95.77,96.26,38.82
1,his,40.55,40.8,55.71,96.26,96.51,39.31
1,chocolate,40.8,41.26,55.71,96.51,96.97,39.56
1,ice,41.26,41.49,55.71,96.97,97.2,40.02
1,cream,41.49,41.73,55.71,97.2,97.44,40.25
1,cone,41.73,42.08,55.71,97.44,97.79,40.49
1,and,42.08,42.22,55.71,97.79,97.93,40.84
1,reading,42.22,42.74,55.71,97.93,98.45,40.98
1,one,42.74,42.91,55.71,98.45,98.62,41.5
1,of,42.91,43.01,55.71,98.62,98.72,41.67
1,the,43.01,43.09,55.71,98.72,98.8,41.77
1,funny,43.09,43.43,55.71,98.8,99.14,41.85
1,books,43.43,43.96,55.71,99.14,99.67,42.19
1,when,44.46,44.61,55.71,100.17,100.32,43.22
1,he,44.61,44.77,55.71,100.32,100.48,43.37
1,heard,44.77,45.1,55.71,100.48,100.81,43.53
1,a,45.1,45.4,55.71,100.81,101.11,43.86
1,thump,45.57,45.94,55.71,101.28,101.65,44.33
1,thump,46.13,46.53,55.71,101.84,102.24,44.89
1,thump,46.73,47.03,55.71,102.44,102.74,45.49
1,henry,48.27,48.59,55.71,103.98,104.3,47.03
1,turned,48.59,49.06,55.71,104.3,104.77,47.35
1,and,50.06,50.24,55.71,105.77,105.95,48.82
1,there,50.24,50.55,55.71,105.95,106.26,49
1,behind,50.55,51.03,55.71,106.26,106.74,49.31
1,him,51.03,51.4,55.71,106.74,107.11,49.79
1,was,51.78,51.97,55.71,107.49,107.68,50.54
1,a,51.97,52.03,55.71,107.68,107.74,50.73
1,dog,52.03,52.58,55.71,107.74,108.29,50.79
1,the,53.67,53.76,55.71,109.38,109.47,52.43
1,dog,53.76,54.2,55.71,109.47,109.91,52.52
1,was,54.2,54.46,55.71,109.91,110.17,52.96
1,scratching,54.46,54.98,55.71,110.17,110.69,53.22
1,himself,54.98,55.66,55.71,110.69,111.37,53.74
1,he,56.77,56.9,55.71,112.48,112.61,55.53
1,wasn't,56.9,57.24,55.71,112.61,112.95,55.66
1,any,57.24,57.49,55.71,112.95,113.2,56
1,special,57.49,58,55.71,113.2,113.71,56.25
1,kind,58,58.26,55.71,113.71,113.97,56.76
1,of,58.26,58.37,55.71,113.97,114.08,57.02
1,dog,58.37,58.77,55.71,114.08,114.48,57.13
1,he,59.38,59.48,55.71,115.09,115.19,58.14
1,was,59.48,59.65,55.71,115.19,115.36,58.24
1,too,59.65,59.84,55.71,115.36,115.55,58.41
1,small,59.84,60.32,55.71,115.55,116.03,58.6
1,to,60.32,60.43,55.71,116.03,116.14,59.08
1,be,60.43,60.57,55.71,116.14,116.28,59.19
1,a,60.57,60.61,55.71,116.28,116.32,59.33
1,big,60.61,60.94,55.71,116.32,116.65,59.37
1,dog,60.94,61.34,55.71,116.65,117.05,59.7
1,but,61.34,61.74,55.71,117.05,117.45,60.1
1,on,61.74,61.91,55.71,117.45,117.62,60.5
1,the,61.91,62.05,55.71,117.62,117.76,60.67
1,other,62.05,62.27,55.71,117.76,117.98,60.81
1,hand,62.27,62.6,55.71,117.98,118.31,61.03
1,he,62.77,62.95,55.71,118.48,118.66,61.53
1,was,62.95,63.11,55.71,118.66,118.82,61.71
1,much,63.11,63.49,55.71,118.82,119.2,61.87
1,too,63.49,63.69,55.71,119.2,119.4,62.25
1,big,63.69,64.29,55.71,119.4,120,62.45
1,to,64.29,64.43,55.71,120,120.14,63.05
1,be,64.43,64.59,55.71,120.14,120.3,63.19
1,a,64.59,64.65,55.71,120.3,120.36,63.35
1,little,64.65,64.99,55.71,120.36,120.7,63.41
1,dog,64.99,65.4,55.71,120.7,121.11,63.75
1,he,66.33,66.47,55.71,122.04,122.18,65.09
1,wasn't,66.47,66.86,55.71,122.18,122.57,65.23
1,a,66.86,66.92,55.71,122.57,122.63,65.62
1,white,66.92,67.34,55.71,122.63,123.05,65.68
1,dog,67.34,67.76,55.71,123.05,123.47,66.1
1,because,68,68.28,55.71,123.71,123.99,66.76
1,parts,68.28,68.57,55.71,123.99,124.28,67.04
1,of,68.57,68.66,55.71,124.28,124.37,67.33
1,him,68.66,68.88,55.71,124.37,124.59,67.42
1,were,68.88,69.03,55.71,124.59,124.74,67.64
1,brown,69.03,69.57,55.71,124.74,125.28,67.79
1,and,69.81,69.93,55.71,125.52,125.64,68.57
1,other,69.93,70.12,55.71,125.64,125.83,68.69
1,parts,70.12,70.49,55.71,125.83,126.2,68.88
1,were,70.49,70.62,55.71,126.2,126.33,69.25
1,black,70.62,71.1,55.71,126.33,126.81,69.38
1,and,71.45,71.68,55.71,127.16,127.39,70.21
1,in,71.68,71.89,55.71,127.39,127.6,70.44
1,between,71.89,72.66,55.71,127.6,128.37,70.65
1,there,72.66,72.9,55.71,128.37,128.61,71.42
1,were,72.9,73.08,55.71,128.61,128.79,71.66
1,yellowish,73.08,73.88,55.71,128.79,129.59,71.84
1,patches,73.88,74.65,55.71,129.59,130.36,72.64
1,his,75.62,75.96,55.71,131.33,131.67,74.38
1,ears,75.96,76.4,55.71,131.67,132.11,74.72
1,stood,76.4,76.73,55.71,132.11,132.44,75.16
1,up,76.73,77.03,55.71,132.44,132.74,75.49
1,and,77.4,77.56,55.71,133.11,133.27,76.16
1,his,77.56,77.9,55.71,133.27,133.61,76.32
1,tail,77.9,78.41,55.71,133.61,134.12,76.66
1,was,78.41,78.61,55.71,134.12,134.32,77.17
1,long,78.61,79.17,55.71,134.32,134.88,77.37
1,and,79.17,79.35,55.71,134.88,135.06,77.93
1,thin,79.35,79.82,55.71,135.06,135.53,78.11
2,the,1.53,1.64,137.05,138.58,138.69,81.63
2,dog,1.64,2.15,137.05,138.69,139.2,81.74
2,was,2.5,2.72,137.05,139.55,139.77,82.6
2,hungry,2.72,3.33,137.05,139.77,140.38,82.82
2,when,4.46,4.65,137.05,141.51,141.7,84.56
2,henry,4.65,5.01,137.05,141.7,142.06,84.75
2,licked,5.01,5.5,137.05,142.06,142.55,85.11
2,he,5.96,6.22,137.05,143.01,143.27,86.06
2,licked,6.22,6.74,137.05,143.27,143.79,86.32
2,when,7.36,7.57,137.05,144.41,144.62,87.46
2,henry,7.57,7.98,137.05,144.62,145.03,87.67
2,swallowed,7.98,8.69,137.05,145.03,145.74,88.08
2,he,9.24,9.47,137.05,146.29,146.52,89.34
2,swallowed,9.47,10.14,137.05,146.52,147.19,89.57
2,hello,11,11.37,137.05,148.05,148.42,91.1
2,you,11.37,11.59,137.05,148.42,148.64,91.47
2,old,11.59,11.8,137.05,148.64,148.85,91.69
2,dog,11.8,12.21,137.05,148.85,149.26,91.9
2,henry,12.65,12.96,137.05,149.7,150.01,92.75
2,said,12.96,13.37,137.05,150.01,150.42,93.06
2,you,14.08,14.34,137.05,151.13,151.39,94.18
2,can't,14.34,14.69,137.05,151.39,151.74,94.44
2,have,14.69,15.04,137.05,151.74,152.09,94.79
2,my,15.04,15.23,137.05,152.09,152.28,95.14
2,ice,15.23,15.5,137.05,152.28,152.55,95.33
2,cream,15.5,15.73,137.05,152.55,152.78,95.6
2,cone,15.73,16.18,137.05,152.78,153.23,95.83
2,swish,17.13,17.56,137.05,154.18,154.61,97.23
2,swish,17.56,17.99,137.05,154.61,155.04,97.66
2,swish,17.99,18.59,137.05,155.04,155.64,98.09
2,went,18.59,18.83,137.05,155.64,155.88,98.69
2,the,18.83,18.9,137.05,155.88,155.95,98.93
2,tail,18.9,19.37,137.05,155.95,156.42,99
2,just,20.51,21.32,137.05,157.56,158.37,100.61
2,one,21.32,22.25,137.05,158.37,159.3,101.42
2,bite,22.25,22.55,137.05,159.3,159.6,102.35
2,the,22.55,23,137.05,159.6,160.05,102.65
2,dog's,23.82,24.18,137.05,160.87,161.23,103.92
2,brown,24.18,24.46,137.05,161.23,161.51,104.28
2,eyes,24.46,24.73,137.05,161.51,161.78,104.56
2,seemed,24.73,25.05,137.05,161.78,162.1,104.83
2,to,25.05,25.14,137.05,162.1,162.19,105.15
2,say,25.14,25.62,137.05,162.19,162.67,105.24
2,go,26.47,26.74,137.05,163.52,163.79,106.57
2,away,26.74,27.36,137.05,163.79,164.41,106.84
2,henry,27.84,28.18,137.05,164.89,165.23,107.94
2,ordered,28.18,28.63,137.05,165.23,165.68,108.28
2,he,29.53,29.68,137.05,166.58,166.73,109.63
2,wasn't,29.68,30.04,137.05,166.73,167.09,109.78
2,very,30.04,30.28,137.05,167.09,167.33,110.14
2,firm,30.28,30.69,137.05,167.33,167.74,110.38
2,about,30.69,30.97,137.05,167.74,168.02,110.79
2,it,30.97,31.2,137.05,168.02,168.25,111.07
2,he,31.99,32.15,137.05,169.04,169.2,112.09
2,patted,32.15,32.51,137.05,169.2,169.56,112.25
2,the,32.51,32.59,137.05,169.56,169.64,112.61
2,dog's,32.59,32.94,137.05,169.64,169.99,112.69
2,head,32.94,33.36,137.05,169.99,170.41,113.04
2,the,34.29,34.39,137.05,171.34,171.44,114.39
2,tail,34.39,34.81,137.05,171.44,171.86,114.49
2,wagged,34.81,35.11,137.05,171.86,172.16,114.91
2,harder,35.11,35.69,137.05,172.16,172.74,115.21
2,henry,36.67,37.08,137.05,173.72,174.13,116.77
2,took,37.08,37.38,137.05,174.13,174.43,117.18
2,one,37.38,37.86,137.05,174.43,174.91,117.48
2,last,37.86,38.48,137.05,174.91,175.53,117.96
2,lick,38.48,38.97,137.05,175.53,176.02,118.58
2,oh,40.01,40.52,137.05,177.06,177.57,120.11
2,all,40.52,40.94,137.05,177.57,177.99,120.62
2,right,40.94,41.63,137.05,177.99,178.68,121.04
2,he,41.76,41.89,137.05,178.81,178.94,121.86
2,said,41.89,42.38,137.05,178.94,179.43,121.99
2,if,42.94,43.06,137.05,179.99,180.11,123.04
2,you're,43.06,43.17,137.05,180.11,180.22,123.16
2,that,43.17,43.38,137.05,180.22,180.43,123.27
2,hungry,43.38,43.99,137.05,180.43,181.04,123.48
2,you,44.39,44.51,137.05,181.44,181.56,124.49
2,might,44.51,44.76,137.05,181.56,181.81,124.61
2,as,44.76,44.87,137.05,181.81,181.92,124.86
2,well,44.87,45.13,137.05,181.92,182.18,124.97
2,have,45.13,45.39,137.05,182.18,182.44,125.23
2,it,45.39,45.73,137.05,182.44,182.78,125.49
2,the,46.75,46.87,137.05,183.8,183.92,126.85
2,ice,46.87,47.13,137.05,183.92,184.18,126.97
2,cream,47.13,47.39,137.05,184.18,184.44,127.23
2,cone,47.39,47.77,137.05,184.44,184.82,127.49
2,disappeared,47.77,48.47,137.05,184.82,185.52,127.87
2,in,48.47,48.74,137.05,185.52,185.79,128.57
2,one,48.74,49.22,137.05,185.79,186.27,128.84
2,gulp,49.22,49.65,137.05,186.27,186.7,129.32
2,now,50.39,50.66,137.05,187.44,187.71,130.49
2,go,50.66,50.83,137.05,187.71,187.88,130.76
2,away,50.83,51.59,137.05,187.88,188.64,130.93
2,henry,51.86,52.17,137.05,188.91,189.22,131.96
2,told,52.17,52.41,137.05,189.22,189.46,132.27
2,the,52.41,52.48,137.05,189.46,189.53,132.51
2,dog,52.48,52.85,137.05,189.53,189.9,132.58
2,i,53.32,53.51,137.05,190.37,190.56,133.42
2,have,53.51,53.65,137.05,190.56,190.7,133.61
2,to,53.65,53.72,137.05,190.7,190.77,133.75
2,catch,53.72,53.95,137.05,190.77,191,133.82
2,a,53.95,54.01,137.05,191,191.06,134.05
2,bus,54.01,54.31,137.05,191.06,191.36,134.11
2,for,54.31,54.44,137.05,191.36,191.49,134.41
2,home,54.44,54.9,137.05,191.49,191.95,134.54
2,he,55.89,56.03,137.05,192.94,193.08,135.99
2,started,56.03,56.45,137.05,193.08,193.5,136.13
2,for,56.45,56.62,137.05,193.5,193.67,136.55
2,the,56.62,56.71,137.05,193.67,193.76,136.72
2,door,56.71,57.18,137.05,193.76,194.23,136.81
2,the,58.1,58.21,137.05,195.15,195.26,138.2
2,dog,58.21,58.72,137.05,195.26,195.77,138.31
2,started,58.72,59.28,137.05,195.77,196.33,138.82
2,too,59.28,59.64,137.05,196.33,196.69,139.38
2,go,61.2,61.3,137.05,198.25,198.35,141.3
2,away,61.3,61.74,137.05,198.35,198.79,141.4
2,you,61.74,62.48,137.05,198.79,199.53,141.84
2,skinny,62.48,63.02,137.05,199.53,200.07,142.58
2,old,63.02,63.28,137.05,200.07,200.33,143.12
2,dog,63.28,63.7,137.05,200.33,200.75,143.38
2,henry,64.48,64.77,137.05,201.53,201.82,144.58
2,didn't,64.77,65,137.05,201.82,202.05,144.87
2,say,65,65.27,137.05,202.05,202.32,145.1
2,it,65.27,65.36,137.05,202.32,202.41,145.37
2,very,65.36,65.61,137.05,202.41,202.66,145.46
2,loudly,65.61,66.24,137.05,202.66,203.29,145.71
2,go,66.54,67.09,137.05,203.59,204.14,146.64
2,on,67.09,67.41,137.05,204.14,204.46,147.19
2,home,67.41,67.98,137.05,204.46,205.03,147.51
2,the,69.25,69.34,137.05,206.3,206.39,149.35
2,dog,69.34,69.67,137.05,206.39,206.72,149.44
2,sat,69.67,70.04,137.05,206.72,207.09,149.77
2,down,70.04,70.31,137.05,207.09,207.36,150.14
2,at,70.31,70.39,137.05,207.36,207.44,150.41
2,henry's,70.39,70.83,137.05,207.44,207.88,150.49
2,feet,70.83,71.18,137.05,207.88,208.23,150.93
2,henry,72.31,72.71,137.05,209.36,209.76,152.41
2,looked,72.71,72.97,137.05,209.76,210.02,152.81
2,at,72.97,73.06,137.05,210.02,210.11,153.07
2,the,73.06,73.13,137.05,210.11,210.18,153.16
2,dog,73.13,73.57,137.05,210.18,210.62,153.23
2,and,74.29,74.43,137.05,211.34,211.48,154.39
2,the,74.43,74.56,137.05,211.48,211.61,154.53
2,dog,74.56,75.09,137.05,211.61,212.14,154.66
2,looked,75.2,75.51,137.05,212.25,212.56,155.3
2,at,75.51,75.58,137.05,212.56,212.63,155.61
2,henry,75.58,76.05,137.05,212.63,213.1,155.68
2,i,77.16,77.35,137.05,214.21,214.4,157.26
2,don't,77.35,77.55,137.05,214.4,214.6,157.45
2,think,77.55,77.78,137.05,214.6,214.83,157.65
2,you've,77.78,77.98,137.05,214.83,215.03,157.88
2,got,77.98,78.28,137.05,215.03,215.33,158.08
2,a,78.28,78.37,137.05,215.33,215.42,158.38
2,home,78.37,78.87,137.05,215.42,215.92,158.47
2,you're,79.73,79.97,137.05,216.78,217.02,159.83
2,awful,79.97,80.35,137.05,217.02,217.4,160.07
2,thin,80.35,81.07,137.05,217.4,218.12,160.45
2,your,81.55,81.76,137.05,218.6,218.81,161.65
2,ribs,81.76,82.3,137.05,218.81,219.35,161.86
2,show,82.3,82.59,137.05,219.35,219.64,162.4
2,right,82.59,82.85,137.05,219.64,219.9,162.69
2,through,82.85,82.96,137.05,219.9,220.01,162.95
2,your,82.96,83.15,137.05,220.01,220.2,163.06
2,skin,83.15,83.78,137.05,220.2,220.83,163.25
2,thump,84.49,84.85,137.05,221.54,221.9,164.59
2,thump,84.85,85.23,137.05,221.9,222.28,164.95
2,thump,85.23,85.64,137.05,222.28,222.69,165.33
2,replied,85.64,85.99,137.05,222.69,223.04,165.74
2,the,85.99,86.06,137.05,223.04,223.11,166.09
2,tail,86.06,86.49,137.05,223.11,223.54,166.16
2,and,87.25,87.46,137.05,224.3,224.51,167.35
2,you,87.46,87.53,137.05,224.51,224.58,167.56
2,haven't,87.53,87.94,137.05,224.58,224.99,167.63
2,got,87.94,88.16,137.05,224.99,225.21,168.04
2,a,88.16,88.21,137.05,225.21,225.26,168.26
2,collar,88.21,88.94,137.05,225.26,225.99,168.31
2,said,89.31,89.6,137.05,226.36,226.65,169.41
2,henry,89.6,90.05,137.05,226.65,227.1,169.7
3,he,1.13,1.38,228.22,229.35,229.6,172.4
3,began,1.38,2.43,228.22,229.6,230.65,172.65
3,to,2.46,2.63,228.22,230.68,230.85,173.73
3,think,2.63,3.54,228.22,230.85,231.76,173.9
3,if,4.72,5.02,228.22,232.94,233.24,175.99
3,only,5.15,5.93,228.22,233.37,234.15,176.42
3,he,5.96,6.21,228.22,234.18,234.43,177.23
3,could,6.21,6.56,228.22,234.43,234.78,177.48
3,keep,6.56,6.95,228.22,234.78,235.17,177.83
3,the,6.95,7.17,228.22,235.17,235.39,178.22
3,dog,7.17,7.67,228.22,235.39,235.89,178.44
3,he,8.61,8.74,228.22,236.83,236.96,179.88
3,had,8.74,8.83,228.22,236.96,237.05,180.01
3,always,8.83,9.14,228.22,237.05,237.36,180.1
3,wanted,9.14,9.5,228.22,237.36,237.72,180.41
3,a,9.5,9.55,228.22,237.72,237.77,180.77
3,dog,9.55,9.84,228.22,237.77,238.06,180.82
3,of,9.84,9.92,228.22,238.06,238.14,181.11
3,his,9.92,10.08,228.22,238.14,238.3,181.19
3,very,10.08,10.39,228.22,238.3,238.61,181.35
3,own,10.39,10.82,228.22,238.61,239.04,181.66
3,and,11.27,11.51,228.22,239.49,239.73,182.54
3,now,11.51,11.81,228.22,239.73,240.03,182.78
3,he,11.81,12,228.22,240.03,240.22,183.08
3,had,12,12.13,228.22,240.22,240.35,183.27
3,found,12.13,12.48,228.22,240.35,240.7,183.4
3,a,12.48,12.52,228.22,240.7,240.74,183.75
3,dog,12.52,12.93,228.22,240.74,241.15,183.79
3,that,12.93,13.08,228.22,241.15,241.3,184.2
3,wanted,13.08,13.49,228.22,241.3,241.71,184.35
3,him,13.49,13.95,228.22,241.71,242.17,184.76
3,he,14.84,15.03,228.22,243.06,243.25,186.11
3,couldn't,15.03,15.35,228.22,243.25,243.57,186.3
3,go,15.35,15.56,228.22,243.57,243.78,186.62
3,home,15.56,15.89,228.22,243.78,244.11,186.83
3,and,15.89,16.11,228.22,244.11,244.33,187.16
3,leave,16.11,16.36,228.22,244.33,244.58,187.38
3,a,16.36,16.44,228.22,244.58,244.66,187.63
3,hungry,16.44,16.91,228.22,244.66,245.13,187.71
3,dog,16.91,17.25,228.22,245.13,245.47,188.18
3,on,17.25,17.38,228.22,245.47,245.6,188.52
3,the,17.38,17.44,228.22,245.6,245.66,188.65
3,street,17.44,17.81,228.22,245.66,246.03,188.71
3,corner,17.81,18.27,228.22,246.03,246.49,189.08
3,if,19.38,19.59,228.22,247.6,247.81,190.65
3,only,19.69,20.05,228.22,247.91,248.27,190.96
3,he,20.05,20.34,228.22,248.27,248.56,191.32
3,knew,20.34,20.57,228.22,248.56,248.79,191.61
3,what,20.57,20.71,228.22,248.79,248.93,191.84
3,his,20.71,20.92,228.22,248.93,249.14,191.98
3,mother,20.92,21.21,228.22,249.14,249.43,192.19
3,and,21.21,21.32,228.22,249.43,249.54,192.48
3,father,21.32,21.69,228.22,249.54,249.91,192.59
3,would,21.69,21.85,228.22,249.91,250.07,192.96
3,say,21.85,22.25,228.22,250.07,250.47,193.12
3,he,23.25,23.4,228.22,251.47,251.62,194.52
3,fingered,23.4,23.84,228.22,251.62,252.06,194.67
3,the,23.84,23.95,228.22,252.06,252.17,195.11
3,two,23.95,24.14,228.22,252.17,252.36,195.22
3,nickels,24.14,24.65,228.22,252.36,252.87,195.41
3,in,24.65,24.75,228.22,252.87,252.97,195.92
3,his,24.75,24.98,228.22,252.97,253.2,196.02
3,pocket,24.98,25.49,228.22,253.2,253.71,196.25
3,that,26.79,27.07,228.22,255.01,255.29,198.06
3,was,27.07,27.25,228.22,255.29,255.47,198.34
3,it,27.25,27.61,228.22,255.47,255.83,198.52
3,he,28.07,28.26,228.22,256.29,256.48,199.34
3,would,28.26,28.43,228.22,256.48,256.65,199.53
3,use,28.43,28.88,228.22,256.65,257.1,199.7
3,one,28.88,29.08,228.22,257.1,257.3,200.15
3,of,29.08,29.14,228.22,257.3,257.36,200.35
3,the,29.14,29.28,228.22,257.36,257.5,200.41
3,nickels,29.28,29.72,228.22,257.5,257.94,200.55
3,to,29.72,29.81,228.22,257.94,258.03,200.99
3,phone,29.81,30.14,228.22,258.03,258.36,201.08
3,his,30.14,30.32,228.22,258.36,258.54,201.41
3,mother,30.32,30.78,228.22,258.54,259,201.59
3,come,32.13,32.34,228.22,260.35,260.56,203.4
3,on,32.34,32.69,228.22,260.56,260.91,203.61
3,ribsy,32.69,33.35,228.22,260.91,261.57,203.96
3,come,33.99,34.18,228.22,262.21,262.4,205.26
3,on,34.18,34.4,228.22,262.4,262.62,205.45
3,ribs,34.4,34.88,228.22,262.62,263.1,205.67
3,old,34.88,35.06,228.22,263.1,263.28,206.15
3,boy,35.06,35.58,228.22,263.28,263.8,206.33
3,i'm,36.27,36.49,228.22,264.49,264.71,207.54
3,going,36.49,36.65,228.22,264.71,264.87,207.76
3,to,36.65,36.7,228.22,264.87,264.92,207.92
3,call,36.7,36.9,228.22,264.92,265.12,207.97
3,you,36.9,37.14,228.22,265.12,265.36,208.17
3,ribsy,37.14,37.75,228.22,265.36,265.97,208.41
3,because,38,38.34,228.22,266.22,266.56,209.27
3,you're,38.34,38.45,228.22,266.56,266.67,209.61
3,so,38.45,38.7,228.22,266.67,266.92,209.72
3,thin,38.7,39.25,228.22,266.92,267.47,209.97
3,the,40.43,40.53,228.22,268.65,268.75,211.7
3,dog,40.53,40.86,228.22,268.75,269.08,211.8
3,trotted,40.86,41.19,228.22,269.08,269.41,212.13
3,after,41.19,41.46,228.22,269.41,269.68,212.46
3,the,41.46,41.54,228.22,269.68,269.76,212.73
